Team,ScoreDescending,Overs,RPO,Lead,Inns,Result,Opposition,Ground,Start Date,Declared,Wickets
Australia,224,79.33333333333333,2.82,-126,2,lost,West Indies,Sydney,1931-02-27,0,10
New Zealand,224,74.5,3.0,224,1,draw,England,Lord's,1931-06-27,0,10
England,224,71.0,3.15,224,1,draw,New Zealand,Manchester,1931-08-15,0,3
West Indies,224,55.5,4.03,224,1,lost,Australia,Port of Spain,1965-05-14,0,10
England,224,98.0,2.28,-94,4,lost,South Africa,Nottingham,1965-08-05,0,10
West Indies,224,84.33333333333333,2.65,-85,4,lost,India,Eden Gardens,1974-12-27,0,10
West Indies,224,,3.57,224,1,lost,Australia,Melbourne,1975-12-26,0,10
India,224,84.83333333333333,2.64,155,3,draw,West Indies,Wankhede,1978-12-01,0,2
England,224,91.33333333333333,2.45,-298,4,lost,West Indies,Bridgetown,1981-03-13,0,10
India,224,68.0,3.29,197,3,draw,Pakistan,Karachi,1983-01-30,0,2
West Indies,224,99.33333333333333,2.25,224,1,lost,Australia,Sydney,1989-01-26,0,10
Australia,224,75.0,2.98,370,3,draw,West Indies,Adelaide,1989-02-03,1,4
Australia,224,72.66666666666667,3.08,224,1,won,Sri Lanka,Hobart,1989-12-16,0,10
India,224,62.0,3.61,-247,4,lost,England,Lord's,1990-07-26,0,10
Sri Lanka,224,68.16666666666667,3.28,-58,2,lost,England,Lord's,1991-08-22,0,10
New Zealand,224,95.83333333333333,2.33,85,2,won,Australia,Auckland,1993-03-12,0,10
South Africa,224,92.83333333333333,2.41,301,3,draw,England,Gqeberha,1999-12-09,1,4
Sri Lanka,224,73.33333333333333,3.05,293,3,won,Pakistan,Peshawar,2000-03-05,0,10
Sri Lanka,224,67.0,3.34,321,3,won,West Indies,Kandy,2001-11-21,1,6
West Indies,224,75.33333333333333,2.97,224,1,lost,England,Bridgetown,2004-04-01,0,10
Pakistan,224,72.83333333333333,3.07,224,1,lost,India,Rawalpindi,2004-04-13,0,10
India,224,62.333333333333336,3.59,224,1,lost,England,Birmingham,2011-08-10,0,10
Australia,224,68.5,3.27,-74,4,lost,England,Chester-le-Street,2013-08-09,0,10
India,224,64.5,3.47,127,3,lost,Australia,Brisbane,2014-12-17,0,10
Australia,224,72.16666666666667,3.1,22,2,won,New Zealand,Adelaide,2015-11-27,0,10
West Indies,224,94.66666666666667,2.36,-228,2,lost,Pakistan,Abu Dhabi,2016-10-21,0,10
South Africa,224,51.833333333333336,4.32,506,3,won,Sri Lanka,Cape Town,2017-01-02,1,7
Sri Lanka,224,62.0,3.61,-282,4,lost,South Africa,Cape Town,2017-01-02,0,10
South Africa,224,102.0,2.19,191,3,draw,New Zealand,Dunedin,2017-03-08,0,6
Bangladesh,224,54.0,4.14,442,3,won,Zimbabwe,Mirpur,2018-11-11,1,6
Zimbabwe,224,83.16666666666667,2.69,-218,4,lost,Bangladesh,Mirpur,2018-11-11,0,10
Australia,224,67.16666666666667,3.33,250,3,lost,England,Leeds,2023-07-06,0,10
England,223,,2.12,18,2,won,Australia,Manchester,1886-07-05,0,10
England,223,82.0,2.71,46,2,draw,South Africa,Durban,1931-01-16,1,1
New Zealand,223,116.16666666666667,1.91,-337,2,draw,England,Christchurch,1933-03-24,0,10
England,223,98.16666666666667,2.27,223,1,lost,Australia,Leeds,1938-07-22,0,10
England,223,98.66666666666667,2.26,223,1,lost,West Indies,Nottingham,1950-07-20,0,10
New Zealand,223,92.5,2.41,-99,2,draw,South Africa,Johannesburg,1961-12-26,0,10
England,223,,2.93,-132,4,draw,Australia,Adelaide,1963-01-25,0,4
England,223,81.0,2.75,252,3,lost,West Indies,The Oval,1963-08-22,0,10
South Africa,223,105.33333333333333,2.11,74,2,draw,New Zealand,Dunedin,1964-02-28,0,10
New Zealand,223,83.0,2.68,-90,4,draw,Pakistan,Christchurch,1965-02-12,0,5
New Zealand,223,99.66666666666667,2.23,201,3,lost,Pakistan,Karachi,1965-04-09,0,10
England,223,98.0,2.27,223,1,won,West Indies,Leeds,1969-07-10,0,10
India,223,108.5,2.05,-73,2,won,Australia,Delhi,1969-11-28,0,10
Australia,223,,2.87,223,1,lost,New Zealand,Christchurch,1974-03-08,0,10
India,223,110.0,2.02,-47,2,draw,England,Leeds,1979-08-16,0,6
India,223,72.66666666666667,3.06,-152,2,lost,New Zealand,Wellington,1981-02-21,0,10
Pakistan,223,73.0,3.05,2,3,lost,Australia,Brisbane,1981-11-27,0,10
England,223,86.83333333333333,2.56,5,2,won,Sri Lanka,Colombo (PSS),1982-02-17,0,10
Pakistan,223,88.66666666666667,2.51,277,3,lost,New Zealand,Dunedin,1985-02-09,0,10
Australia,223,90.16666666666667,2.47,223,1,won,Pakistan,Melbourne,1990-01-12,0,10
West Indies,223,78.5,2.84,-72,4,lost,England,Lord's,1995-06-22,0,10
England,223,98.0,2.27,-15,3,draw,West Indies,The Oval,1995-08-24,0,4
Sri Lanka,223,70.0,3.18,223,1,won,Pakistan,Faisalabad,1995-09-15,0,10
India,223,99.0,2.25,223,1,won,South Africa,Ahmedabad,1996-11-20,0,10
Sri Lanka,223,68.16666666666667,3.27,223,1,lost,West Indies,St John's,1997-06-13,0,10
New Zealand,223,61.0,3.65,-64,4,draw,Australia,Hobart,1997-11-27,0,9
India,223,76.33333333333333,2.92,38,2,lost,Pakistan,Eden Gardens,1999-02-16,0,10
England,223,82.16666666666667,2.71,-48,3,lost,Australia,Perth,2002-11-29,0,10
Zimbabwe,223,55.0,4.05,18,3,lost,India,Harare,2005-09-20,0,10
India,223,72.83333333333333,3.06,-377,2,lost,Sri Lanka,Colombo (SSC),2008-07-23,0,10
Pakistan,223,64.5,3.45,223,1,draw,New Zealand,Napier,2009-12-11,0,10
Australia,223,75.33333333333333,2.96,206,3,lost,India,Bengaluru,2010-10-09,0,10
West Indies,223,83.83333333333333,2.66,-49,2,lost,Pakistan,Basseterre,2011-05-20,0,10
Australia,223,89.33333333333333,2.49,132,3,lost,India,Mohali,2013-03-14,0,10
India,223,86.0,2.59,57,3,lost,South Africa,Durban,2013-12-26,0,10
England,223,88.33333333333333,2.52,-95,4,lost,India,Lord's,2014-07-17,0,10
West Indies,223,70.0,3.18,-360,2,lost,Australia,Hobart,2015-12-10,0,10
West Indies,223,72.0,3.09,452,3,won,Sri Lanka,Port of Spain,2018-06-06,1,7
South Africa,223,60.0,3.71,42,2,won,Pakistan,Centurion,2018-12-26,0,10
South Africa,223,89.0,2.5,-46,2,lost,England,Cape Town,2020-01-03,0,10
Bangladesh,223,67.83333333333333,3.28,394,3,lost,West Indies,Chattogram,2021-02-03,1,8
India,223,77.5,2.87,223,1,lost,South Africa,Cape Town,2022-01-11,0,10
Australia,222,95.66666666666667,2.32,-119,2,lost,England,Adelaide,1933-01-13,0,10
South Africa,222,109.16666666666667,2.03,222,1,lost,Australia,Durban,1936-02-28,0,10
India,222,85.83333333333333,2.58,-249,2,lost,England,The Oval,1936-08-15,0,10
New Zealand,222,,1.89,211,3,lost,South Africa,Gqeberha,1954-02-05,0,10
West Indies,222,85.5,2.59,222,1,won,India,Kanpur,1958-12-12,0,10
India,222,101.66666666666667,2.18,0,2,lost,West Indies,Kanpur,1958-12-12,0,10
India,222,78.16666666666667,2.84,-278,2,lost,West Indies,Chennai,1959-01-21,0,10
England,222,88.83333333333333,2.49,-74,2,draw,New Zealand,Auckland,1966-03-11,0,10
Australia,222,91.0,2.43,-187,2,draw,England,Birmingham,1968-07-11,0,10
West Indies,222,104.83333333333333,2.11,-266,4,lost,Pakistan,Port of Spain,1977-04-01,0,10
England,222,,1.87,207,3,draw,Pakistan,Karachi,1978-01-18,0,5
Australia,222,82.5,2.69,219,3,won,West Indies,Melbourne,1981-12-26,0,10
New Zealand,222,48.0,4.62,328,3,draw,Zimbabwe,Bulawayo,1992-11-01,1,5
Sri Lanka,222,104.5,2.12,-17,3,lost,India,Ahmedabad,1994-02-08,0,10
New Zealand,222,75.0,2.96,256,3,draw,Zimbabwe,Hamilton,1996-01-13,1,5
Sri Lanka,222,85.33333333333333,2.6,-364,2,lost,New Zealand,Dunedin,1997-03-07,0,10
New Zealand,222,90.66666666666667,2.44,222,1,won,Sri Lanka,Hamilton,1997-03-14,0,10
Sri Lanka,222,63.666666666666664,3.48,75,2,draw,West Indies,Kingstown,1997-06-20,0,10
New Zealand,222,102.5,2.16,222,1,lost,South Africa,Wellington,1999-03-18,0,10
West Indies,222,76.33333333333333,2.9,-81,2,lost,Australia,St John's,1999-04-03,0,10
Pakistan,222,72.83333333333333,3.04,222,1,lost,Australia,Hobart,1999-11-18,0,10
West Indies,222,87.0,2.55,-66,2,draw,Pakistan,Georgetown,2000-05-05,0,7
West Indies,222,55.5,4.0,-256,4,lost,England,Birmingham,2004-07-29,0,10
South Africa,222,74.66666666666667,2.97,116,3,lost,India,Eden Gardens,2004-11-28,0,10
South Africa,222,69.5,3.19,500,3,won,England,Cape Town,2005-01-02,1,8
Pakistan,222,67.16666666666667,3.3,-120,3,lost,England,Manchester,2006-07-27,0,10
West Indies,222,64.0,3.46,109,3,lost,England,Chester-le-Street,2007-06-15,0,10
England,222,77.0,2.88,147,3,lost,Pakistan,The Oval,2010-08-18,0,10
Sri Lanka,222,65.5,3.38,222,1,won,Bangladesh,Mirpur,2018-02-08,0,10
South Africa,222,61.333333333333336,3.61,222,1,lost,Sri Lanka,Gqeberha,2019-02-21,0,10
West Indies,222,74.33333333333333,2.98,-75,2,lost,India,North Sound,2019-08-22,0,10
Sri Lanka,222,66.16666666666667,3.35,222,1,lost,Pakistan,Galle,2022-07-16,0,10
Australia,221,63.833333333333336,3.46,25,2,lost,England,Nottingham,1905-05-29,0,10
England,221,58.666666666666664,3.76,1,4,won,South Africa,Johannesburg,1910-02-26,0,7
Australia,221,93.0,2.37,-142,2,draw,England,Manchester,1948-07-08,0,10
South Africa,221,,2.64,-59,2,lost,Australia,Brisbane,1952-12-05,0,10
Australia,221,,2.73,-150,2,draw,England,Sydney,1955-02-25,0,10
England,221,75.83333333333333,2.91,221,1,won,New Zealand,Birmingham,1958-06-05,0,10
Australia,221,,1.97,-267,2,lost,England,Sydney,1966-01-07,0,10
India,221,103.0,2.14,-113,4,draw,West Indies,Bridgetown,1971-04-01,0,5
Australia,221,,3.58,221,1,won,New Zealand,Auckland,1974-03-22,0,10
Australia,221,90.0,2.45,330,3,draw,India,Adelaide,1981-01-23,1,7
Pakistan,221,93.33333333333333,2.36,64,2,won,New Zealand,Lahore,1984-11-16,0,10
Pakistan,221,106.33333333333333,2.07,-19,2,won,Sri Lanka,Faisalabad,1992-01-02,0,10
Pakistan,221,69.0,3.2,98,3,lost,England,Leeds,1992-07-23,0,10
Pakistan,221,76.0,2.9,-234,2,lost,West Indies,Bridgetown,1993-04-23,0,10
Zimbabwe,221,80.66666666666667,2.73,221,1,won,India,Harare,1998-10-07,0,10
Sri Lanka,221,66.5,3.32,263,3,lost,India,Kandy,2001-08-22,0,10
India,221,81.83333333333333,2.7,-266,2,lost,England,Lord's,2002-07-25,0,10
Pakistan,221,71.16666666666667,3.1,-223,2,lost,Australia,Sharjah,2002-10-19,0,10
England,221,50.0,4.42,502,3,draw,West Indies,St John's,2009-02-15,1,8
England,221,68.66666666666667,3.21,221,1,won,India,Nottingham,2011-07-29,0,10
England,221,58.0,3.81,-205,2,draw,West Indies,Birmingham,2012-06-07,0,5
New Zealand,221,82.83333333333333,2.66,221,1,lost,Sri Lanka,Galle,2012-11-17,0,10
New Zealand,221,74.66666666666667,2.95,221,1,lost,West Indies,Port of Spain,2014-06-16,0,10
New Zealand,221,55.166666666666664,4.0,221,1,won,Sri Lanka,Wellington,2015-01-03,0,10
Bangladesh,221,56.833333333333336,3.88,-328,4,lost,Pakistan,Mirpur,2015-05-06,0,10
Bangladesh,221,79.5,2.77,264,3,won,Australia,Mirpur,2017-08-27,0,10
West Indies,221,66.83333333333333,3.3,-152,2,lost,New Zealand,Hamilton,2017-12-09,0,10
Australia,221,70.0,3.15,-267,2,lost,South Africa,Johannesburg,2018-03-30,0,10
England,220,,2.22,48,2,draw,Australia,Leeds,1899-06-29,0,10
Australia,220,75.5,2.91,-30,4,lost,West Indies,Sydney,1931-02-27,0,10
South Africa,220,116.83333333333333,1.88,-164,2,draw,England,Nottingham,1935-06-15,0,10
India,220,102.0,2.15,43,3,draw,West Indies,Delhi,1948-11-10,0,6
England,220,,2.59,384,3,won,South Africa,Cape Town,1957-01-01,1,6
Australia,220,88.0,2.5,412,3,won,England,Manchester,1968-06-06,0,10
Pakistan,220,97.33333333333333,2.26,220,1,draw,New Zealand,Karachi,1969-10-24,0,10
India,220,86.5,2.54,220,1,lost,West Indies,Delhi,1974-12-11,0,10
Australia,220,73.0,3.01,-224,4,draw,England,Leeds,1975-08-14,0,3
India,220,,2.23,220,1,lost,New Zealand,Wellington,1976-02-13,0,10
West Indies,220,84.33333333333333,2.6,220,1,draw,New Zealand,Auckland,1980-02-29,0,10
New Zealand,220,85.66666666666667,2.56,-54,2,won,Pakistan,Dunedin,1985-02-09,0,10
Pakistan,220,84.5,2.6,-155,4,lost,Australia,Hobart,1995-11-17,0,10
Australia,220,79.5,2.76,40,2,lost,England,The Oval,1997-08-21,0,10
England,220,80.16666666666667,2.74,-102,2,lost,Australia,Sydney,1999-01-02,0,10
Sri Lanka,220,83.83333333333333,2.62,1,4,won,Pakistan,Rawalpindi,2000-02-26,0,8
Australia,220,68.5,3.21,220,1,won,Sri Lanka,Galle,2004-03-08,0,10
South Africa,220,47.5,4.63,4,4,won,New Zealand,Johannesburg,2006-05-05,0,6
New Zealand,220,51.0,4.31,-91,4,draw,West Indies,Napier,2008-12-19,0,5
South Africa,220,81.16666666666667,2.71,-246,2,lost,Australia,Johannesburg,2009-02-26,0,10
New Zealand,220,76.5,2.87,-247,4,lost,England,Leeds,2013-05-24,0,10
New Zealand,220,67.5,3.25,-124,4,lost,England,Lord's,2015-05-21,0,10
West Indies,220,59.833333333333336,3.67,-179,2,lost,Australia,Kingston,2015-06-11,0,10
Bangladesh,220,63.833333333333336,3.44,220,1,won,England,Mirpur,2016-10-28,0,10
South Africa,220,69.33333333333333,3.17,220,1,lost,Pakistan,Karachi,2021-01-26,0,10
England,219,67.16666666666667,3.26,1,4,won,Australia,Melbourne,1911-12-30,0,2
Australia,219,94.16666666666667,2.32,-110,2,draw,South Africa,Nottingham,1912-08-05,0,10
South Africa,219,82.0,2.67,241,3,draw,England,Durban,1931-02-21,1,7
India,219,91.33333333333333,2.39,219,1,lost,England,Mumbai,1933-12-15,0,10
South Africa,219,,1.83,127,3,lost,England,Durban,1948-12-16,0,10
New Zealand,219,130.5,1.67,-109,3,lost,India,Chennai,1956-01-06,0,10
England,219,68.83333333333333,3.18,58,2,draw,New Zealand,The Oval,1958-08-21,1,9
England,219,,1.99,219,1,draw,Australia,Sydney,1959-01-09,0,10
Australia,219,77.83333333333333,2.81,67,2,lost,India,Kanpur,1959-12-19,0,10
Pakistan,219,86.16666666666667,2.54,-209,2,draw,England,Nottingham,1962-07-26,0,10
Australia,219,,2.92,1,4,won,West Indies,Brisbane,1975-11-28,0,2
New Zealand,219,,2.22,-254,2,lost,Pakistan,Hyderabad (Sind),1976-10-23,0,10
Australia,219,85.5,2.56,4,4,won,England,Sydney,1980-01-04,0,4
England,219,92.0,2.38,150,3,won,Australia,Birmingham,1981-07-30,0,10
England,219,80.33333333333333,2.72,1,4,won,Pakistan,Leeds,1982-08-26,0,7
England,219,64.5,3.39,219,1,lost,Australia,Brisbane,1982-11-26,0,10
New Zealand,219,69.33333333333333,3.15,-127,4,lost,England,Lord's,1983-08-11,0,10
New Zealand,219,93.66666666666667,2.33,219,1,draw,England,Wellington,1984-01-20,0,10
Australia,219,94.0,2.32,244,3,draw,New Zealand,Christchurch,1986-02-28,1,7
Australia,219,63.0,3.47,402,3,draw,England,The Oval,1989-08-24,1,4
Zimbabwe,219,93.66666666666667,2.33,-106,2,draw,New Zealand,Bulawayo,1992-11-01,0,10
West Indies,219,71.33333333333333,3.07,-139,4,lost,Australia,Melbourne,1992-12-26,0,10
India,219,70.66666666666667,3.09,120,3,lost,England,Birmingham,1996-06-06,0,10
Australia,219,74.83333333333333,2.92,219,1,lost,West Indies,Melbourne,1996-12-26,0,10
Pakistan,219,90.0,2.43,215,3,lost,West Indies,St John's,2000-05-25,0,10
India,219,94.16666666666667,2.32,46,3,lost,Australia,Wankhede,2001-02-27,0,10
South Africa,219,75.16666666666667,2.91,9,3,lost,Australia,Melbourne,2001-12-26,0,10
West Indies,219,69.66666666666667,3.14,-49,4,lost,India,Kingston,2006-06-30,0,10
Australia,219,48.666666666666664,4.5,437,3,won,Pakistan,Hobart,2010-01-14,1,5
West Indies,219,82.83333333333333,2.64,219,1,won,Zimbabwe,Bulawayo,2017-10-21,0,10
England,219,70.5,3.1,-107,2,won,Pakistan,Manchester,2020-08-05,0,10
West Indies,219,83.33333333333333,2.62,-109,4,lost,Pakistan,Kingston,2021-08-20,0,10
Australia,218,,1.82,-29,2,lost,England,Sydney,1883-01-26,0,10
South Africa,218,97.5,2.23,218,1,lost,England,Cape Town,1906-03-24,0,10
England,218,100.0,2.18,-168,4,lost,South Africa,Johannesburg,1922-12-23,0,10
England,218,,1.73,218,1,draw,South Africa,Durban,1957-01-25,0,10
India,218,84.83333333333333,2.56,-18,3,lost,West Indies,Kingston,1962-03-07,0,10
South Africa,218,66.0,3.3,267,3,draw,New Zealand,Wellington,1964-02-21,1,2
England,218,60.833333333333336,3.58,3,4,won,New Zealand,Lord's,1965-06-17,0,3
West Indies,218,53.666666666666664,4.06,340,3,draw,New Zealand,Kingston,1972-02-16,1,3
England,218,85.0,2.56,136,3,draw,Pakistan,Hyderabad (Sind),1973-03-16,0,6
Australia,218,80.0,2.72,318,3,draw,West Indies,Port of Spain,1973-04-21,1,7
New Zealand,218,,1.87,-259,2,lost,Australia,Adelaide,1974-01-26,0,10
Australia,218,81.83333333333333,2.66,78,3,lost,England,Manchester,1977-07-07,0,10
Sri Lanka,218,81.83333333333333,2.66,218,1,lost,England,Colombo (PSS),1982-02-17,0,10
India,218,97.33333333333333,2.23,218,1,draw,Sri Lanka,Colombo (SSC),1985-08-30,0,10
West Indies,218,90.83333333333333,2.4,87,2,won,Pakistan,Lahore,1986-11-07,0,10
Sri Lanka,218,106.66666666666667,2.04,-293,2,lost,India,Lucknow,1994-01-18,0,10
Sri Lanka,218,126.16666666666667,1.72,-244,2,draw,Zimbabwe,Bulawayo,1994-10-20,0,10
Zimbabwe,218,98.66666666666667,2.2,218,1,draw,Sri Lanka,Harare,1999-12-04,0,10
New Zealand,218,73.5,2.96,-62,4,lost,Australia,Auckland,2000-03-11,0,10
New Zealand,218,88.5,2.46,-62,2,draw,England,Wellington,2002-03-21,0,10
India,218,92.16666666666667,2.36,312,3,won,West Indies,Port of Spain,2002-04-19,0,10
New Zealand,218,81.0,2.69,283,3,lost,England,Nottingham,2004-06-10,0,10
Australia,218,49.166666666666664,4.43,-259,2,lost,England,Nottingham,2005-08-25,0,10
Pakistan,218,76.0,2.86,-32,4,lost,New Zealand,Dunedin,2009-11-24,0,10
West Indies,218,87.33333333333333,2.49,-110,2,lost,Australia,Roseau,2012-04-23,0,10
England,218,72.83333333333333,2.99,-41,3,lost,Australia,Perth,2017-12-14,0,10
Pakistan,218,90.83333333333333,2.4,-4,2,won,Sri Lanka,Galle,2022-07-16,0,10
Australia,218,50.5,4.31,66,2,won,South Africa,Brisbane,2022-12-17,0,10
South Africa,217,82.0,2.64,-62,3,lost,England,Lord's,1912-06-10,0,10
Australia,217,,2.35,217,1,lost,England,Melbourne,1951-02-23,0,10
England,217,103.66666666666667,2.09,217,1,draw,Australia,Nottingham,1956-06-07,1,8
Australia,217,95.66666666666667,2.26,-22,2,lost,West Indies,Kingston,1965-03-03,0,10
New Zealand,217,,2.02,-200,2,draw,West Indies,Christchurch,1969-03-13,0,10
West Indies,217,93.83333333333333,2.31,-170,2,draw,India,Kingston,1971-02-18,0,10
Pakistan,217,58.5,3.7,-25,4,draw,England,Lahore,1984-03-19,0,6
India,217,76.0,2.85,415,3,won,West Indies,Chennai,1988-01-11,1,8
New Zealand,217,76.33333333333333,2.84,115,2,lost,Pakistan,Faisalabad,1990-10-26,0,10
Australia,217,65.0,3.33,419,3,won,West Indies,Brisbane,1996-11-22,1,6
New Zealand,217,74.66666666666667,2.9,217,1,lost,Australia,Perth,1997-11-20,0,10
West Indies,217,75.33333333333333,2.88,-351,4,lost,South Africa,Centurion,1999-01-15,0,10
England,217,108.0,2.0,373,3,won,West Indies,The Oval,2000-08-31,0,10
Pakistan,217,70.0,3.1,1,4,won,Bangladesh,Karachi,2003-08-20,0,3
Sri Lanka,217,56.333333333333336,3.85,167,3,won,Pakistan,Galle,2009-07-04,0,10
Bangladesh,217,54.666666666666664,3.96,3,4,won,West Indies,St George's,2009-07-17,0,6
India,217,48.0,4.52,345,3,won,West Indies,Gros Islet,2016-08-09,1,7
New Zealand,217,39.666666666666664,5.47,1,4,won,Bangladesh,Wellington,2017-01-12,0,3
Australia,217,74.83333333333333,2.89,-43,2,lost,Bangladesh,Mirpur,2017-08-27,0,10
Australia,217,69.16666666666667,3.13,467,3,won,New Zealand,Perth,2019-12-12,1,9
Australia,217,52.0,4.17,415,3,won,New Zealand,Sydney,2020-01-03,1,2
India,217,92.16666666666667,2.35,217,1,lost,New Zealand,Southampton,2021-06-18,0,10
Pakistan,217,70.5,3.07,217,1,lost,West Indies,Kingston,2021-08-12,0,10
Bangladesh,217,74.33333333333333,2.91,-236,2,lost,South Africa,Gqeberha,2022-04-08,0,10
South Africa,216,80.5,2.68,0,3,lost,Australia,Cape Town,1921-11-26,0,10
England,216,93.83333333333333,2.3,216,1,draw,South Africa,Leeds,1935-07-13,0,10
West Indies,216,,2.31,216,1,lost,Australia,Brisbane,1951-11-09,0,10
Australia,216,,2.2,-56,2,won,West Indies,Melbourne,1951-12-31,0,10
Pakistan,216,134.16666666666666,1.6,170,3,draw,England,Dhaka,1962-01-19,0,10
Pakistan,216,101.0,2.13,7,3,draw,England,Nottingham,1962-07-26,0,6
England,216,98.66666666666667,2.18,216,1,won,West Indies,Birmingham,1963-07-04,0,10
England,216,102.0,2.11,216,1,draw,Australia,Nottingham,1964-06-04,1,8
Australia,216,78.83333333333333,2.73,-179,4,lost,West Indies,Kingston,1965-03-03,0,10
Pakistan,216,102.0,2.11,216,1,lost,England,The Oval,1967-08-24,0,10
India,216,67.66666666666667,3.19,-78,3,lost,England,Birmingham,1974-07-04,0,10
England,216,86.83333333333333,2.48,216,1,draw,Australia,Lord's,1977-06-16,0,10
England,216,67.83333333333333,3.18,-222,2,lost,Australia,Adelaide,1982-12-10,0,10
Australia,216,88.0,2.45,44,3,draw,India,Wankhede,1986-10-15,0,2
Sri Lanka,216,83.66666666666667,2.58,-8,2,lost,Australia,Hobart,1989-12-16,0,10
Pakistan,216,69.5,3.1,216,1,won,New Zealand,Hamilton,1993-01-02,0,10
New Zealand,216,84.66666666666667,2.55,-444,2,lost,West Indies,Wellington,1995-02-10,0,10
Australia,216,68.5,3.15,216,1,draw,West Indies,St John's,1995-04-08,0,10
West Indies,216,60.333333333333336,3.58,216,1,lost,England,Manchester,1995-07-27,0,10
West Indies,216,73.16666666666667,2.95,216,1,lost,Pakistan,Karachi,1997-12-06,0,10
West Indies,216,91.0,2.37,1,4,won,Pakistan,St John's,2000-05-25,0,9
Sri Lanka,216,87.66666666666667,2.46,-204,2,draw,South Africa,Durban,2000-12-26,0,10
Pakistan,216,77.0,2.8,-52,3,lost,India,Multan,2004-03-28,0,10
Pakistan,216,79.33333333333333,2.72,-201,4,lost,Sri Lanka,Faisalabad,2004-10-20,0,10
West Indies,216,58.833333333333336,3.67,-35,2,lost,Australia,Bridgetown,2008-06-12,0,10
Bangladesh,216,54.166666666666664,3.98,-203,2,lost,England,Manchester,2010-06-04,0,10
India,216,58.666666666666664,3.68,1,4,won,Australia,Mohali,2010-10-01,0,9
Australia,216,73.66666666666667,2.93,-231,4,lost,South Africa,Gqeberha,2014-02-20,0,10
West Indies,216,47.666666666666664,4.53,-186,4,lost,New Zealand,Kingston,2014-06-08,0,10
Sri Lanka,216,71.5,3.02,-153,4,lost,South Africa,Galle,2014-07-16,0,10
Australia,216,91.16666666666667,2.36,-221,4,lost,Pakistan,Dubai (DSC),2014-10-22,0,10
West Indies,216,86.0,2.51,46,3,lost,Australia,Roseau,2015-06-03,0,10
India,216,49.0,4.4,474,3,won,New Zealand,Indore,2016-10-08,1,3
Pakistan,216,67.0,3.22,-55,2,lost,New Zealand,Hamilton,2016-11-25,0,10
Pakistan,216,74.83333333333333,2.88,166,3,lost,England,Karachi,2022-12-17,0,10
England,215,72.0,2.98,152,3,lost,South Africa,Johannesburg,1928-01-28,0,10
England,215,,2.5,215,1,draw,South Africa,Johannesburg,1939-02-18,0,10
Australia,215,,3.66,-98,4,draw,England,Adelaide,1947-01-31,0,1
England,215,102.66666666666667,2.09,-135,2,lost,Australia,Lord's,1948-06-24,0,10
West Indies,215,93.83333333333333,2.29,-97,2,lost,England,Manchester,1950-06-08,0,10
South Africa,215,,3.4,4,4,won,New Zealand,Gqeberha,1954-02-05,0,5
South Africa,215,,1.8,-53,2,lost,England,Johannesburg,1956-12-24,0,10
England,215,96.33333333333333,2.23,342,3,won,New Zealand,Birmingham,1958-06-05,1,6
England,215,52.666666666666664,4.08,1,4,won,West Indies,Port of Spain,1968-03-14,0,3
New Zealand,215,,2.29,67,3,lost,India,Auckland,1976-01-24,0,10
West Indies,215,124.0,1.73,54,3,draw,India,Port of Spain,1976-03-24,0,8
England,215,,1.7,-13,2,lost,New Zealand,Wellington,1978-02-10,0,10
England,215,90.33333333333333,2.38,-138,4,lost,Australia,Perth,1979-12-14,0,10
Sri Lanka,215,79.83333333333333,2.69,-61,2,lost,New Zealand,Kandy,1984-03-09,0,10
India,215,73.0,2.94,152,3,lost,South Africa,Gqeberha,1992-12-26,0,10
Sri Lanka,215,55.5,3.87,-95,3,lost,India,Bengaluru,1994-01-26,0,10
Pakistan,215,57.666666666666664,3.72,-27,2,won,New Zealand,Auckland,1994-02-10,0,10
Australia,215,73.0,2.94,400,3,won,Sri Lanka,Adelaide,1996-01-25,1,6
West Indies,215,69.66666666666667,3.08,-124,4,lost,Australia,Sydney,1996-11-29,0,10
Zimbabwe,215,105.0,2.04,59,2,draw,England,Harare,1996-12-26,0,10
New Zealand,215,60.5,3.55,3,4,won,India,Wellington,1998-12-26,0,6
New Zealand,215,91.16666666666667,2.35,132,2,draw,India,Mohali,1999-10-10,0,10
West Indies,215,70.0,3.07,-158,4,lost,England,The Oval,2000-08-31,0,10
South Africa,215,123.0,1.74,322,3,won,West Indies,St John's,2001-04-06,1,7
Bangladesh,215,69.83333333333333,3.07,215,1,lost,South Africa,Potchefstroom,2002-10-25,0,10
West Indies,215,90.83333333333333,2.36,35,3,lost,New Zealand,Wellington,2006-03-17,0,10
West Indies,215,85.16666666666667,2.52,-373,2,draw,India,Gros Islet,2006-06-10,0,10
England,215,64.16666666666667,3.35,-29,2,lost,Australia,Perth,2006-12-14,0,10
Australia,215,63.0,3.41,-210,2,lost,England,Lord's,2009-07-16,0,10
South Africa,215,72.5,2.96,-87,4,lost,India,Durban,2010-12-26,0,10
England,215,59.0,3.64,215,1,won,Australia,Nottingham,2013-07-10,0,10
West Indies,215,79.83333333333333,2.69,123,3,lost,South Africa,Cape Town,2015-01-02,0,10
Pakistan,215,66.0,3.25,-63,2,won,Sri Lanka,Pallekele,2015-07-03,0,10
India,215,78.33333333333333,2.74,215,1,won,South Africa,Nagpur,2015-11-25,0,10
Pakistan,215,79.16666666666667,2.71,282,3,won,England,Lord's,2016-07-14,0,10
