Team,ScoreDescending,Overs,RPO,Lead,Inns,Result,Opposition,Ground,Start Date,Declared,Wickets
South Africa,126,54.5,2.31,-161,2,lost,Sri Lanka,Galle,2018-07-12,0,10
Sri Lanka,126,35.833333333333336,3.51,163,3,lost,England,Galle,2021-01-22,0,10
Bangladesh,126,41.333333333333336,3.04,-395,2,lost,New Zealand,Christchurch,2022-01-09,0,10
New Zealand,126,45.5,2.76,-267,4,lost,England,Mount Maunganui,2023-02-16,0,10
Australia,125,,1.83,-98,3,lost,England,Melbourne,1885-03-21,0,10
Australia,125,,1.77,1,4,won,England,Manchester,1896-07-16,0,7
Australia,125,52.5,2.38,-289,4,lost,England,The Oval,1926-08-14,0,10
India,125,,3.62,-233,4,lost,Australia,Melbourne,1948-01-01,0,10
New Zealand,125,70.0,1.78,125,1,lost,England,Wellington,1951-03-24,0,10
New Zealand,125,81.33333333333333,1.53,125,1,lost,England,Dunedin,1955-03-11,0,10
Australia,125,83.5,1.49,-226,4,lost,England,The Oval,1968-08-22,0,10
India,125,49.666666666666664,2.51,2,4,won,West Indies,Port of Spain,1971-03-06,0,3
India,125,46.333333333333336,2.69,1,4,won,West Indies,Chennai,1979-01-12,0,7
Australia,125,60.333333333333336,2.07,-153,4,lost,India,Kanpur,1979-10-02,0,10
England,125,38.666666666666664,3.23,131,3,lost,Australia,Nottingham,1981-06-18,0,10
Australia,125,72.16666666666667,1.73,-82,3,lost,Pakistan,Melbourne,1981-12-11,0,10
Pakistan,125,78.0,1.6,-87,4,draw,West Indies,Karachi,1986-11-20,0,7
England,125,58.0,2.15,-93,3,lost,West Indies,Birmingham,2000-06-15,0,10
West Indies,125,50.833333333333336,2.45,-156,2,lost,England,The Oval,2000-08-31,0,10
England,125,57.0,2.19,-118,4,draw,Pakistan,Faisalabad,2000-11-29,0,5
Bangladesh,125,46.666666666666664,2.67,-199,3,draw,Zimbabwe,Dhaka,2001-11-08,0,3
Bangladesh,125,35.833333333333336,3.48,203,3,won,West Indies,Chattogram,2018-11-22,0,10
England,124,57.5,2.15,-114,2,lost,Australia,Adelaide,1895-01-11,0,10
Australia,124,37.0,3.35,-204,4,draw,England,The Oval,1905-08-14,0,4
West Indies,124,51.0,2.43,250,3,won,Australia,Sydney,1931-02-27,1,5
New Zealand,124,108.5,1.14,-1,3,lost,Pakistan,Karachi,1955-10-13,0,10
India,124,62.833333333333336,1.97,-490,2,lost,West Indies,Eden Gardens,1958-12-31,0,10
Pakistan,124,38.0,3.26,-115,4,draw,England,Lahore,1973-03-02,0,3
New Zealand,124,65.5,1.89,20,3,lost,India,Hyderabad (Deccan),1988-12-02,0,10
Australia,124,40.0,3.1,320,3,won,South Africa,Adelaide,1994-01-28,1,6
New Zealand,124,48.5,2.55,124,1,lost,England,Wellington,1997-02-06,0,10
West Indies,124,58.0,2.13,-126,3,lost,Australia,Brisbane,2000-11-23,0,10
South Africa,124,35.5,3.49,4,4,won,Sri Lanka,Centurion,2002-11-15,0,7
Bangladesh,124,26.666666666666668,4.65,-83,3,lost,India,Chattogram,2004-12-17,0,10
South Africa,124,40.0,3.1,124,1,lost,Pakistan,Gqeberha,2007-01-19,0,10
New Zealand,124,40.666666666666664,3.04,3,4,won,West Indies,Hamilton,2013-12-19,0,2
South Africa,124,37.666666666666664,3.29,1,4,won,West Indies,Cape Town,2015-01-02,0,2
England,124,32.166666666666664,3.85,4,4,won,Australia,Birmingham,2015-07-29,0,2
South Africa,124,34.833333333333336,3.55,-214,2,lost,Sri Lanka,Colombo (SSC),2018-07-20,0,10
India,124,46.0,2.69,131,3,lost,New Zealand,Christchurch,2020-02-29,0,10
England,124,38.833333333333336,3.19,-146,4,lost,Australia,Hobart,2022-01-14,0,10
England,123,,2.29,152,3,won,Australia,Sydney,1883-01-26,0,10
Australia,123,,1.55,105,3,lost,England,Manchester,1886-07-05,0,10
Australia,123,55.833333333333336,2.2,48,2,lost,England,Melbourne,1894-12-29,0,10
England,123,52.0,2.36,259,3,draw,Australia,Manchester,1934-07-06,1,0
England,123,50.833333333333336,2.41,104,3,lost,Australia,Leeds,1938-07-22,0,10
Australia,123,34.166666666666664,3.6,-579,3,lost,England,The Oval,1938-08-20,0,10
England,123,,1.75,-13,3,lost,Australia,Sydney,1951-01-05,0,10
Australia,123,39.333333333333336,3.12,228,3,draw,England,Nottingham,1953-06-11,0,10
Australia,123,25.5,4.82,2,4,won,Pakistan,Lahore,1959-11-21,0,3
India,123,30.0,4.1,-171,4,draw,West Indies,Georgetown,1971-03-19,0,0
New Zealand,123,,2.07,136,3,won,England,Wellington,1978-02-10,0,10
England,123,44.5,2.76,123,1,lost,Australia,Sydney,1980-01-04,0,10
New Zealand,123,86.0,1.43,-142,4,draw,Sri Lanka,Colombo (SSC),1984-03-16,0,4
England,123,38.666666666666664,3.18,1,4,won,Australia,Leeds,1985-06-13,0,5
Australia,123,53.0,2.32,190,3,draw,West Indies,Port of Spain,1991-04-05,1,3
England,123,41.0,3.0,-329,4,lost,Australia,Perth,1995-02-03,0,10
Zimbabwe,123,38.333333333333336,3.2,-209,3,lost,England,Lord's,2000-05-18,0,10
Sri Lanka,123,61.5,2.0,130,3,lost,Pakistan,Colombo (SSC),2000-06-14,0,10
New Zealand,123,46.5,2.64,-241,2,lost,England,Nottingham,2008-06-05,0,10
Sri Lanka,123,33.166666666666664,3.7,2,4,won,India,Colombo (PSS),2008-08-08,0,2
Bangladesh,123,34.166666666666664,3.6,-80,3,lost,England,Manchester,2010-06-04,0,10
England,123,37.0,3.32,-267,4,lost,Australia,Perth,2010-12-16,0,10
England,123,42.166666666666664,2.91,191,3,lost,West Indies,Bridgetown,2015-05-01,0,10
Pakistan,123,31.833333333333332,3.86,345,3,won,West Indies,Dubai (DSC),2016-10-13,0,10
West Indies,123,57.5,2.13,123,1,lost,England,Lord's,2017-09-07,0,10
Bangladesh,123,29.5,4.16,-215,4,lost,Sri Lanka,Mirpur,2018-02-08,0,10
Australia,122,,1.63,122,1,lost,England,Melbourne,1877-03-31,0,10
England,122,,3.5,2,4,won,Australia,Melbourne,1877-03-31,0,6
Australia,122,,2.9,84,3,won,England,The Oval,1882-08-28,0,10
Australia,122,30.333333333333332,4.02,-193,2,lost,England,Melbourne,1904-01-01,0,10
Australia,122,50.666666666666664,2.4,-399,2,lost,England,Brisbane,1928-11-30,0,10
England,122,,2.4,-70,4,lost,Australia,Brisbane,1950-12-01,0,10
India,122,51.833333333333336,2.35,-259,2,lost,England,Delhi,1976-12-17,0,10
England,122,47.833333333333336,2.55,-143,2,lost,West Indies,Bridgetown,1981-03-13,0,10
Pakistan,122,49.333333333333336,2.47,-172,2,draw,West Indies,Lahore,1990-12-06,0,10
New Zealand,122,40.333333333333336,3.02,-322,3,lost,West Indies,Wellington,1995-02-10,0,10
Australia,122,45.833333333333336,2.66,86,3,lost,West Indies,Melbourne,1996-12-26,0,10
Sri Lanka,122,41.5,2.93,225,3,lost,South Africa,Centurion,1998-03-27,0,10
England,122,41.666666666666664,2.92,122,1,lost,South Africa,Johannesburg,1999-11-25,0,10
Sri Lanka,122,70.33333333333333,1.73,-65,3,lost,New Zealand,Colombo (PSS),2019-08-22,0,10
England,122,41.166666666666664,2.96,37,3,lost,New Zealand,Birmingham,2021-06-10,0,10
Australia,121,,2.19,-232,2,lost,England,Lord's,1886-07-19,0,10
Australia,121,36.5,3.31,4,4,won,England,Sydney,1902-02-14,0,3
Australia,121,60.0,2.01,262,3,lost,England,The Oval,1902-08-11,0,10
England,121,55.5,2.18,47,2,won,Australia,Birmingham,1909-05-27,0,10
England,121,60.833333333333336,1.98,40,3,lost,Australia,Lord's,1909-06-14,0,10
South Africa,121,51.666666666666664,2.34,185,3,won,England,Nottingham,1951-06-07,0,10
India,121,61.833333333333336,1.95,121,1,lost,England,Kanpur,1952-01-12,0,10
Pakistan,121,52.333333333333336,2.31,91,3,draw,England,Lord's,1954-06-10,0,3
Australia,121,52.0,2.32,-81,4,draw,India,Eden Gardens,1960-01-23,0,2
West Indies,121,46.0,2.63,-174,4,draw,New Zealand,Port of Spain,1972-03-09,0,5
New Zealand,121,48.166666666666664,2.51,52,3,lost,Australia,Perth,1980-12-12,0,10
Australia,121,67.0,1.8,-29,4,lost,England,Birmingham,1981-07-30,0,10
England,121,33.833333333333336,3.57,1,4,won,India,Birmingham,1996-06-06,0,2
West Indies,121,37.5,3.22,-124,2,lost,South Africa,Gqeberha,1998-12-10,0,10
India,121,38.166666666666664,3.17,35,3,lost,New Zealand,Wellington,2002-12-12,0,10
New Zealand,121,37.0,3.27,202,3,draw,South Africa,Cape Town,2006-04-27,0,3
South Africa,121,55.833333333333336,2.16,61,3,lost,India,Kanpur,2008-04-11,0,10
New Zealand,121,44.666666666666664,2.7,-404,2,lost,South Africa,Gqeberha,2013-01-11,0,10
South Africa,121,49.5,2.44,-213,2,lost,India,Delhi,2015-12-03,0,10
Zimbabwe,121,42.5,2.84,-120,3,lost,South Africa,Gqeberha,2017-12-26,0,10
England,120,49.666666666666664,2.41,-3,4,lost,Australia,Manchester,1902-07-24,0,10
England,120,58.0,2.06,-108,4,draw,Australia,Nottingham,1953-06-11,0,1
Australia,120,86.0,1.39,-137,4,draw,England,Nottingham,1956-06-07,0,3
Australia,120,52.833333333333336,2.27,58,3,lost,England,Leeds,1961-07-06,0,10
New Zealand,120,69.66666666666667,1.72,-309,2,lost,England,Nottingham,1978-08-10,0,10
West Indies,120,50.0,2.4,-193,4,draw,India,Delhi,1983-10-29,0,2
England,120,33.0,3.63,-30,4,draw,West Indies,Port of Spain,1990-03-23,0,5
Australia,120,31.333333333333332,3.82,1,4,won,England,Perth,1991-02-01,0,1
Australia,120,43.5,2.75,1,4,won,England,Birmingham,1993-08-05,0,2
Australia,120,42.333333333333336,2.83,120,1,won,Sri Lanka,Kandy,2004-03-16,0,10
India,120,39.666666666666664,3.02,4,4,won,South Africa,Eden Gardens,2004-11-28,0,2
Sri Lanka,120,28.0,4.28,1,4,won,Bangladesh,Bogra,2006-03-08,0,0
New Zealand,120,36.0,3.33,-128,4,lost,South Africa,Centurion,2006-04-15,0,10
Zimbabwe,120,46.666666666666664,2.57,-221,4,lost,Pakistan,Harare,2013-09-03,0,10
Afghanistan,120,43.166666666666664,2.77,30,3,lost,West Indies,Lucknow,2019-11-27,0,10
England,120,51.833333333333336,2.31,-151,4,lost,India,Lord's,2021-08-12,0,10
England,120,64.33333333333333,1.86,27,3,lost,West Indies,St George's,2022-03-24,0,10
Australia,119,,1.57,74,2,lost,England,Sydney,1887-01-28,0,10
Australia,119,,2.68,-26,2,lost,England,The Oval,1896-08-10,0,10
England,119,52.333333333333336,2.27,-28,2,draw,Australia,Manchester,1909-07-26,0,10
England,119,54.0,2.2,-82,2,draw,Pakistan,Leeds,1978-06-29,0,7
Australia,119,77.0,1.54,-85,3,draw,India,Sydney,1986-01-02,0,6
Australia,119,40.333333333333336,2.95,2,4,won,England,Lord's,1989-06-22,0,4
Australia,119,47.333333333333336,2.51,119,1,lost,West Indies,Perth,1993-01-30,0,10
Sri Lanka,119,43.0,2.76,-208,3,lost,South Africa,Colombo (SSC),1993-09-06,0,10
Sri Lanka,119,63.833333333333336,1.86,119,1,lost,India,Ahmedabad,1994-02-08,0,10
England,119,21.5,5.53,2,4,won,Australia,Birmingham,1997-06-05,0,1
Zimbabwe,119,67.83333333333333,1.75,131,3,lost,New Zealand,Bulawayo,2000-09-12,0,10
Sri Lanka,119,36.833333333333336,3.23,-259,2,lost,South Africa,Centurion,2001-01-20,0,10
New Zealand,119,44.0,2.7,119,1,lost,South Africa,Johannesburg,2006-05-05,0,10
Pakistan,119,38.666666666666664,3.07,119,1,lost,England,Manchester,2006-07-27,0,10
New Zealand,119,33.0,3.6,1,4,won,Sri Lanka,Christchurch,2006-12-07,0,5
Bangladesh,119,39.833333333333336,2.98,-205,3,lost,South Africa,Chattogram,2008-02-29,0,10
Bangladesh,119,42.0,2.83,225,3,draw,West Indies,Chattogram,2011-10-21,1,3
Sri Lanka,119,35.5,3.35,-88,3,lost,England,Leeds,2016-05-19,0,10
South Africa,119,36.666666666666664,3.24,-211,4,lost,England,Lord's,2017-07-06,0,10
Australia,119,46.666666666666664,2.55,-492,4,lost,South Africa,Johannesburg,2018-03-30,0,10
England,118,,2.24,-79,4,draw,Australia,Manchester,1893-08-24,0,4
England,118,55.0,2.14,68,3,lost,South Africa,Durban,1928-02-04,0,10
Australia,118,53.5,2.2,-38,3,lost,England,Lord's,1934-06-22,0,10
Australia,118,,3.07,-32,3,draw,England,Sydney,1955-02-25,0,6
India,118,42.833333333333336,2.75,-267,4,lost,West Indies,Bengaluru,1974-11-22,0,10
England,118,30.833333333333332,3.82,1,4,won,New Zealand,Lord's,1978-08-24,0,3
Australia,118,31.833333333333332,3.7,118,1,lost,England,Birmingham,1997-06-05,0,10
Pakistan,118,49.833333333333336,2.36,-185,3,lost,New Zealand,Hamilton,2001-03-27,0,10
England,118,46.666666666666664,2.52,201,3,won,South Africa,Nottingham,2003-08-14,0,10
Bangladesh,118,37.333333333333336,3.16,-492,2,lost,India,Mirpur,2007-05-25,0,10
New Zealand,118,41.5,2.84,-108,2,lost,South Africa,Johannesburg,2007-11-08,0,10
England,118,36.5,3.23,1,4,won,Pakistan,Birmingham,2010-08-06,0,1
New Zealand,118,44.166666666666664,2.67,92,3,lost,Sri Lanka,Galle,2012-11-17,0,10
South Africa,118,36.333333333333336,3.24,118,1,lost,England,The Oval,2022-09-08,0,10
India,118,26.666666666666668,4.42,4,4,won,Australia,Delhi,2023-02-17,0,4
South Africa,117,,2.19,-33,3,lost,England,Cape Town,1896-03-21,0,10
South Africa,117,60.166666666666664,1.94,-163,3,lost,Australia,Brisbane,1931-11-27,0,10
England,117,31.0,3.77,30,2,draw,Pakistan,Lord's,1954-06-10,1,9
Pakistan,117,26.833333333333332,4.36,2,4,won,New Zealand,Lahore,1955-10-26,0,6
England,117,45.0,2.6,210,3,draw,Pakistan,Lord's,1971-06-17,0,0
Australia,117,47.0,2.48,14,3,draw,West Indies,Sydney,1993-01-02,0,0
Pakistan,117,44.5,2.62,-50,4,lost,Sri Lanka,Galle,2009-07-04,0,10
Sri Lanka,117,34.333333333333336,3.4,117,1,won,Australia,Pallekele,2016-07-26,0,10
West Indies,117,47.166666666666664,2.48,-299,2,lost,India,Kingston,2019-08-30,0,10
West Indies,117,52.833333333333336,2.21,230,3,won,Bangladesh,Mirpur,2021-02-11,0,10
Australia,116,,2.43,116,1,won,England,Lord's,1888-07-16,0,10
South Africa,116,66.83333333333333,1.73,116,1,draw,England,Manchester,1924-07-26,0,4
Australia,116,,2.4,116,1,won,West Indies,Sydney,1952-01-25,0,10
New Zealand,116,63.0,1.84,-319,2,lost,England,Birmingham,1965-05-27,0,10
Australia,116,,1.53,-299,4,lost,England,Sydney,1971-01-09,0,10
England,116,55.333333333333336,2.09,80,3,lost,Australia,Lord's,1972-06-22,0,10
Australia,116,,2.29,116,1,lost,England,Brisbane,1978-12-01,0,10
West Indies,116,42.0,2.76,199,3,draw,Pakistan,Multan,1980-12-30,0,5
Pakistan,116,49.333333333333336,2.35,116,1,won,India,Bengaluru,1987-03-13,0,10
Australia,116,64.66666666666667,1.79,-188,3,lost,Pakistan,Karachi,1988-09-15,0,10
South Africa,116,60.0,1.93,-181,4,draw,England,Leeds,1994-08-04,0,3
Australia,116,42.833333333333336,2.7,-193,2,draw,England,Sydney,1995-01-01,0,10
South Africa,116,28.0,4.14,246,3,won,West Indies,Centurion,2023-02-28,0,10
South Africa,115,,2.87,115,1,lost,England,Cape Town,1896-03-21,0,10
Australia,115,39.666666666666664,2.89,1,4,won,England,Melbourne,1898-01-29,0,2
West Indies,115,47.5,2.42,-30,3,lost,England,Manchester,1928-07-21,0,10
South Africa,115,64.83333333333333,1.77,-196,2,lost,England,Lord's,1951-06-21,0,10
West Indies,115,32.333333333333336,3.55,1,4,won,England,Nottingham,1991-07-04,0,1
Zimbabwe,115,40.833333333333336,2.81,115,1,lost,West Indies,Bulawayo,2023-02-12,0,10
Afghanistan,115,33.0,3.48,-546,4,lost,Bangladesh,Mirpur,2023-06-14,0,10
Australia,114,,1.73,-180,2,lost,England,Melbourne,1883-01-19,0,10
England,114,65.33333333333333,1.74,-71,4,lost,South Africa,Nottingham,1951-06-07,0,10
Pakistan,114,64.0,1.78,2,3,lost,England,Nottingham,1967-08-10,0,10
Pakistan,114,67.66666666666667,1.68,114,1,lost,New Zealand,Lahore,1969-10-30,0,10
Australia,114,39.0,2.92,-111,4,draw,England,Lord's,1977-06-16,0,6
India,114,38.0,3.0,238,3,draw,Pakistan,Jaipur,1987-02-21,0,2
Australia,114,57.166666666666664,1.99,-285,4,lost,West Indies,Melbourne,1988-12-24,0,10
England,114,53.166666666666664,2.14,156,3,lost,Australia,Brisbane,1990-11-23,0,10
India,114,35.333333333333336,3.22,-243,4,lost,West Indies,Mohali,1994-12-10,0,10
New Zealand,114,55.0,2.07,-16,3,lost,Sri Lanka,Galle,1998-06-03,0,10
England,114,28.0,4.07,121,3,draw,India,The Oval,2002-09-05,0,0
New Zealand,114,41.333333333333336,2.75,293,3,lost,England,Manchester,2008-05-23,0,10
West Indies,114,65.83333333333333,1.73,-125,4,draw,England,Port of Spain,2009-03-06,0,8
Zimbabwe,114,35.833333333333336,3.18,100,3,lost,Bangladesh,Mirpur,2014-10-25,0,10
West Indies,114,42.0,2.71,-277,4,lost,Australia,Kingston,2015-06-11,0,10
Pakistan,114,47.666666666666664,2.39,-21,4,lost,Sri Lanka,Abu Dhabi,2017-09-28,0,10
England,113,,3.13,113,1,lost,Australia,Melbourne,1879-01-02,0,10
England,113,,1.69,113,1,won,Australia,Sydney,1888-02-10,0,10
South Africa,113,56.0,2.01,113,1,lost,England,Cape Town,1923-01-01,0,10
England,113,25.0,4.52,-141,4,draw,Australia,Sydney,1991-01-04,0,4
South Africa,113,53.0,2.13,-21,3,lost,Australia,Sydney,1998-01-02,0,10
India,113,50.333333333333336,2.24,162,3,lost,South Africa,Wankhede,2000-02-24,0,10
West Indies,113,23.0,4.91,-222,4,draw,Bangladesh,Gros Islet,2004-05-28,0,0
West Indies,113,60.0,1.88,171,3,lost,Sri Lanka,Colombo (SSC),2005-07-13,0,10
Bangladesh,113,47.0,2.4,-137,3,lost,New Zealand,Wellington,2008-01-12,0,10
Sri Lanka,113,22.833333333333332,4.94,4,3,lost,Australia,Galle,2022-06-29,0,10
Australia,113,31.166666666666668,3.62,114,3,lost,India,Delhi,2023-02-17,0,10
Australia,112,32.166666666666664,3.48,112,1,won,England,Melbourne,1902-01-01,0,10
England,112,42.333333333333336,2.64,4,4,won,Australia,Adelaide,1912-01-12,0,3
England,112,37.0,3.02,112,1,lost,Australia,Nottingham,1921-05-28,0,10
New Zealand,112,47.166666666666664,2.37,112,1,lost,England,Christchurch,1930-01-10,0,10
South Africa,112,65.0,1.72,-39,2,lost,England,The Oval,1955-08-13,0,10
New Zealand,112,58.0,1.93,31,3,draw,India,Delhi,1955-12-16,0,1
Australia,112,48.166666666666664,2.32,3,4,won,Pakistan,Dhaka,1959-11-13,0,2
West Indies,112,68.5,1.63,-270,2,lost,England,Port of Spain,1960-01-28,0,10
New Zealand,112,63.0,1.77,-117,4,draw,Pakistan,Karachi,1969-10-24,0,5
New Zealand,112,,2.77,-109,2,lost,Australia,Auckland,1974-03-22,0,10
West Indies,112,37.5,2.98,-262,4,draw,England,Bridgetown,1998-03-12,0,2
England,112,39.0,2.87,112,1,lost,Australia,Perth,1998-11-28,0,10
India,112,49.833333333333336,2.24,-63,4,lost,Sri Lanka,Galle,2015-08-12,0,10
Australia,112,35.666666666666664,3.14,-75,4,lost,India,Bengaluru,2017-03-04,0,10
England,112,48.666666666666664,2.3,112,1,lost,India,Ahmedabad,2021-02-24,0,10
England,111,,2.82,3,4,won,Australia,Lord's,1896-06-22,0,4
Australia,111,29.666666666666668,3.74,-185,4,lost,England,Melbourne,1904-01-01,0,10
Australia,111,54.666666666666664,2.03,-134,2,lost,England,The Oval,1912-08-19,0,10
South Africa,111,52.333333333333336,2.12,-157,3,lost,England,Durban,1913-12-13,0,10
England,111,50.333333333333336,2.2,-186,2,lost,West Indies,Georgetown,1948-03-03,0,10
Australia,111,,2.65,-128,4,lost,England,Melbourne,1954-12-31,0,10
Australia,111,,1.92,93,3,lost,England,Adelaide,1955-01-28,0,10
South Africa,111,57.666666666666664,1.92,-71,4,lost,England,Lord's,1955-06-23,0,10
Australia,111,57.0,1.94,3,4,won,England,Leeds,1964-07-02,0,3
Australia,111,,1.69,-93,4,lost,England,Sydney,1979-01-06,0,10
Australia,111,36.166666666666664,3.06,-18,4,lost,England,Leeds,1981-07-16,0,10
India,111,36.0,3.08,-264,4,draw,England,The Oval,1982-07-08,0,3
Australia,111,56.5,1.96,-5,4,lost,South Africa,Sydney,1994-01-02,0,10
West Indies,111,21.5,5.16,1,4,won,Bangladesh,Chattogram,2002-12-16,0,3
England,111,21.666666666666668,5.12,2,4,won,West Indies,Chester-le-Street,2007-06-15,0,3
England,111,30.666666666666668,3.61,4,4,won,West Indies,Nottingham,2012-05-25,0,1
Australia,111,23.0,4.82,226,3,draw,England,The Oval,2013-08-21,1,6
New Zealand,111,18.666666666666668,5.94,3,4,won,Bangladesh,Christchurch,2017-01-20,0,1
West Indies,111,36.666666666666664,3.02,-397,2,lost,Bangladesh,Mirpur,2018-11-30,0,10
South Africa,111,41.666666666666664,2.66,-276,3,lost,New Zealand,Christchurch,2022-02-17,0,10
South Africa,110,31.833333333333332,3.45,34,2,lost,England,Leeds,1907-07-29,0,10
England,110,,1.34,-54,2,lost,South Africa,Gqeberha,1957-03-01,0,10
India,110,56.5,1.94,-124,3,lost,England,Lord's,1967-06-22,0,10
Australia,110,45.333333333333336,2.42,110,1,lost,New Zealand,Wellington,1990-03-15,0,10
New Zealand,110,32.166666666666664,3.41,137,3,lost,Pakistan,Auckland,1994-02-10,0,10
England,110,46.5,2.36,-250,2,lost,South Africa,Lord's,1998-06-18,0,10
India,110,38.166666666666664,2.88,-285,4,lost,Australia,Adelaide,1999-12-10,0,10
England,110,34.0,3.23,-210,4,draw,South Africa,Birmingham,2003-07-24,0,1
England,110,22.333333333333332,4.92,1,4,won,South Africa,The Oval,2003-09-04,0,1
England,110,55.0,2.0,-189,4,lost,New Zealand,Hamilton,2008-03-05,0,10
Pakistan,110,23.666666666666668,4.64,-496,2,draw,Sri Lanka,Lahore,2009-03-01,0,1
New Zealand,110,38.5,2.85,18,3,lost,Pakistan,Hamilton,2011-01-07,0,10
Sri Lanka,110,43.0,2.55,-282,2,lost,South Africa,Cape Town,2017-01-02,0,10
Bangladesh,110,45.666666666666664,2.4,-112,2,lost,Sri Lanka,Mirpur,2018-02-08,0,10
England,110,43.166666666666664,2.54,-126,2,draw,Pakistan,Southampton,2020-08-13,1,4
India,109,55.833333333333336,1.95,-167,4,lost,New Zealand,Nagpur,1969-10-03,0,10
West Indies,109,52.5,2.07,134,3,lost,Australia,Georgetown,1973-04-06,0,10
New Zealand,109,29.666666666666668,3.67,6,4,won,Australia,Auckland,1982-03-12,0,5
Sri Lanka,109,42.666666666666664,2.55,109,1,lost,Pakistan,Kandy,1986-02-23,0,10
England,109,17.666666666666668,6.16,-14,4,draw,Pakistan,Birmingham,1987-07-23,0,7
Pakistan,109,36.0,3.02,109,1,draw,Sri Lanka,Gujranwala,1991-12-20,0,2
New Zealand,109,42.833333333333336,2.54,-74,2,lost,Sri Lanka,Napier,1995-03-11,0,10
West Indies,109,49.5,2.2,-352,4,lost,Australia,Melbourne,2000-12-26,0,10
South Africa,109,39.833333333333336,2.73,-108,4,lost,India,Mohali,2015-11-05,0,10
Afghanistan,109,27.833333333333332,3.91,-365,2,lost,India,Bengaluru,2018-06-14,0,10
Sri Lanka,109,35.833333333333336,3.04,-143,2,lost,India,Bengaluru,2022-03-12,0,10
India,109,33.333333333333336,3.27,109,1,lost,Australia,Indore,2023-03-01,0,10
England,108,,2.44,-45,4,lost,Australia,Melbourne,1877-03-15,0,10
England,108,55.0,1.96,-199,4,draw,Australia,Manchester,1909-07-26,0,3
England,108,39.5,2.73,2,4,won,India,Lord's,1936-06-27,0,1
South Africa,108,,1.58,-215,4,draw,England,Johannesburg,1938-12-24,0,1
England,108,27.333333333333332,3.95,1,4,won,India,Lord's,1959-06-18,0,2
Pakistan,108,42.0,2.57,123,3,draw,India,Bengaluru,1979-11-21,0,2
South Africa,108,38.0,2.84,1,4,won,Zimbabwe,Harare,1995-10-13,0,3
Australia,108,70.66666666666667,1.52,-101,2,won,South Africa,Gqeberha,1997-03-14,0,10
Bangladesh,108,46.333333333333336,2.33,-52,3,lost,New Zealand,Hamilton,2001-12-18,0,10
Bangladesh,108,38.333333333333336,2.81,108,1,lost,England,Lord's,2005-05-26,0,10
West Indies,108,47.5,2.27,-237,4,lost,India,Gros Islet,2016-08-09,0,10
